marriage_id,marriage_number,age_at_marriage,age_gap_years,education_level,household_income_usd,financial_stress,both_employed,cohabited_before,premarital_counseling,child_before_marriage,n_children,religious_attendance,criticism,contempt,defensiveness,stonewalling,repair_attempt_success,positive_negative_ratio,conflict_frequency_weekly,shared_activities_weekly,years_married,years_to_divorce,divorced
MAR000172,2,42,1,high_school,94800.0,5.9,1,1,0,0,4,weekly,7.5,2.7,8.1,1.2,9.8,3.49,3.0,1.0,3.3,3.3,1
MAR000173,1,26,6,bachelors,174200.0,3.8,1,0,0,0,0,never,4.6,5.4,4.7,3.2,8.2,1.91,2.0,4.0,5.6,,0
MAR000174,1,27,4,some_college,161300.0,5.1,1,1,0,1,4,never,3.9,8.8,2.6,4.0,4.7,3.0,2.0,2.0,2.7,2.7,1
MAR000175,2,26,4,high_school,64200.0,5.2,1,0,0,1,2,rarely,4.0,5.2,4.1,6.2,4.2,2.85,3.0,4.0,3.7,,0
MAR000176,3,26,2,some_college,116500.0,6.4,0,1,0,0,2,monthly,3.8,6.5,8.2,4.8,5.9,8.48,2.0,3.0,4.5,4.5,1
MAR000177,1,22,1,less_than_hs,80700.0,6.8,0,1,1,1,3,never,5.7,0.9,1.9,2.3,6.9,10.3,2.0,6.0,5.7,,0
MAR000178,2,33,2,less_than_hs,42200.0,9.2,0,1,1,0,2,never,0.7,5.8,5.8,4.4,2.9,1.31,5.0,4.0,4.3,4.3,1
MAR000179,2,47,1,less_than_hs,53100.0,5.8,1,0,0,0,1,rarely,9.3,6.1,4.2,3.2,3.5,2.37,4.0,1.0,6.1,6.1,1
MAR000180,1,30,0,less_than_hs,60700.0,7.0,0,1,0,1,0,rarely,7.2,6.6,5.8,10.0,1.2,0.86,4.0,0.0,2.8,2.8,1
MAR000181,1,34,4,less_than_hs,42300.0,3.4,1,1,0,0,0,monthly,3.7,0.3,4.1,7.5,4.6,1.12,4.0,6.0,12.2,12.2,1
MAR000182,1,20,3,high_school,37600.0,6.5,1,1,0,0,0,never,7.9,1.4,5.2,4.4,5.7,5.59,3.0,2.0,2.9,2.9,1
MAR000183,1,16,1,high_school,47500.0,8.5,0,0,0,0,2,never,3.5,6.5,1.1,0.0,7.7,1.48,4.0,3.0,1.5,1.5,1
MAR000184,1,33,1,some_college,65600.0,4.7,1,0,1,0,1,weekly,4.2,1.0,3.0,2.6,6.5,4.39,3.0,6.0,8.9,8.9,1
MAR000185,1,39,2,less_than_hs,266700.0,7.0,1,1,0,0,2,rarely,3.6,3.9,5.3,4.4,6.5,2.73,2.0,3.0,2.1,,0
MAR000186,1,24,5,bachelors,81500.0,3.2,1,1,0,1,4,never,2.4,4.1,6.5,1.5,10.0,8.95,2.0,0.0,14.1,,0
MAR000187,1,35,5,some_college,34700.0,6.5,0,1,1,0,2,never,3.5,3.5,8.8,6.8,2.9,5.93,1.0,2.0,11.4,,0
MAR000188,1,34,3,graduate,147300.0,7.5,1,1,0,0,0,rarely,8.1,3.8,3.7,5.3,4.8,1.23,3.0,2.0,12.5,12.5,1
MAR000189,1,29,4,graduate,191400.0,3.5,1,1,0,0,2,never,7.0,0.6,6.3,3.4,5.5,6.63,1.0,4.0,25.4,,0
MAR000190,1,28,1,high_school,98600.0,4.6,1,1,1,0,2,never,5.3,3.1,7.3,4.7,5.3,2.98,0.0,5.0,3.1,3.1,1
MAR000191,1,25,3,bachelors,55000.0,8.5,0,0,1,0,0,monthly,7.3,7.8,6.3,4.0,2.2,3.99,2.0,1.0,18.0,,0
MAR000192,1,33,2,less_than_hs,64400.0,7.4,1,1,0,0,1,rarely,2.6,1.6,7.8,5.7,3.9,1.75,0.0,1.0,4.5,,0
MAR000193,1,30,3,some_college,95800.0,2.4,1,0,0,1,2,weekly,1.4,3.1,5.8,4.2,5.1,3.4,2.0,3.0,14.9,,0
MAR000194,1,25,0,less_than_hs,43600.0,6.7,1,1,0,0,2,never,4.8,4.2,5.3,4.6,6.2,2.36,5.0,4.0,10.1,10.1,1
MAR000195,1,36,5,graduate,82000.0,10.0,1,1,0,1,2,monthly,5.3,10.0,6.7,8.6,9.2,0.96,5.0,2.0,17.2,17.2,1
MAR000196,1,26,8,high_school,57600.0,5.7,1,1,0,0,0,rarely,7.0,4.1,5.3,4.2,2.7,0.75,4.0,3.0,13.5,13.5,1
MAR000197,1,28,2,high_school,133100.0,0.8,1,1,0,0,0,rarely,4.5,3.9,5.9,5.2,8.2,3.52,5.0,4.0,10.3,10.3,1
MAR000198,1,26,3,some_college,34300.0,8.0,0,0,0,0,0,never,1.4,2.2,4.2,4.9,9.9,4.09,2.0,5.0,11.8,,0
MAR000199,1,36,8,bachelors,207900.0,5.2,1,1,0,1,2,never,7.2,1.6,6.1,4.9,2.9,5.72,4.0,0.0,3.1,,0
MAR000200,2,35,2,high_school,100300.0,2.8,0,0,0,0,1,monthly,5.2,3.2,9.3,4.2,2.9,1.38,1.0,0.0,7.2,7.2,1
MAR000201,2,43,3,high_school,34600.0,4.1,1,1,0,1,0,rarely,5.3,4.2,6.7,4.3,7.3,7.64,2.0,5.0,2.6,2.6,1
MAR000202,1,29,7,bachelors,18400.0,6.0,1,1,0,0,1,rarely,4.1,0.0,5.4,2.5,3.4,2.77,1.0,5.0,6.2,,0
MAR000203,1,29,3,graduate,97200.0,1.3,1,0,0,0,0,rarely,3.9,3.0,4.9,2.6,6.8,4.86,1.0,3.0,18.0,18.0,1
MAR000204,1,26,0,less_than_hs,102800.0,3.7,1,0,0,0,1,never,2.9,3.9,0.1,6.4,4.2,2.15,3.0,6.0,16.4,,0
MAR000205,1,41,0,less_than_hs,23100.0,8.1,1,1,0,0,4,never,3.2,5.1,6.1,4.7,3.2,2.09,0.0,3.0,6.9,6.9,1
MAR000206,1,19,6,high_school,97200.0,5.3,1,0,1,0,3,monthly,0.9,1.6,2.0,0.0,6.0,3.05,0.0,2.0,11.8,11.8,1
MAR000207,1,24,4,high_school,37700.0,3.3,1,0,0,0,1,monthly,7.7,6.1,1.1,7.0,6.9,2.43,3.0,5.0,15.3,15.3,1
MAR000208,2,32,0,high_school,165400.0,6.8,1,1,1,0,3,monthly,3.7,4.2,7.4,3.7,8.8,1.76,2.0,0.0,3.4,3.4,1
MAR000209,1,26,1,high_school,109900.0,0.0,0,1,0,0,1,monthly,4.5,4.7,5.6,1.1,5.2,4.59,1.0,7.0,6.8,,0
MAR000210,1,31,0,high_school,57000.0,7.7,0,1,0,0,2,monthly,6.0,3.1,4.4,0.7,5.1,1.57,5.0,2.0,10.6,10.6,1
MAR000211,1,31,3,some_college,63000.0,8.4,0,0,0,0,3,monthly,2.4,3.3,1.8,5.0,10.0,3.52,2.0,4.0,2.1,,0
MAR000212,1,22,2,high_school,48600.0,7.4,0,1,1,0,0,rarely,6.6,1.3,5.2,5.0,9.5,5.78,2.0,4.0,3.3,,0
MAR000213,1,25,2,bachelors,93500.0,7.1,1,0,0,0,1,monthly,8.1,9.0,4.8,7.3,7.2,0.85,4.0,3.0,1.2,1.2,1
MAR000214,2,37,11,graduate,154200.0,6.0,1,1,1,0,2,monthly,0.0,1.6,0.8,3.7,5.9,7.23,0.0,2.0,0.6,,0
MAR000215,1,24,8,graduate,100000.0,4.6,1,1,0,0,1,rarely,4.9,0.3,4.7,0.0,6.1,4.69,1.0,4.0,26.1,,0
MAR000216,1,33,4,high_school,49200.0,6.2,1,0,0,0,1,never,4.2,0.0,2.1,3.7,7.0,4.17,1.0,2.0,7.7,,0
MAR000217,1,35,5,high_school,56100.0,5.7,0,1,0,0,1,monthly,2.9,3.8,2.9,1.7,6.0,1.11,2.0,4.0,5.2,5.2,1
MAR000218,1,20,4,some_college,315700.0,3.4,0,0,0,1,2,rarely,3.5,3.8,6.6,2.0,6.4,1.37,2.0,5.0,7.9,7.9,1
MAR000219,1,29,4,bachelors,105000.0,2.2,1,0,1,0,1,rarely,6.3,3.1,4.6,2.2,5.2,3.1,3.0,3.0,13.5,,0
MAR000220,1,27,6,high_school,193600.0,1.5,0,0,0,0,2,never,2.5,5.8,6.9,5.7,7.1,1.45,2.0,4.0,1.4,1.4,1
MAR000221,1,30,1,bachelors,158700.0,2.1,0,1,0,0,1,rarely,3.8,3.1,0.0,0.0,10.0,1.33,1.0,1.0,38.3,,0
MAR000222,1,22,1,high_school,59300.0,1.5,1,0,0,0,1,weekly,4.6,4.6,5.2,3.8,2.4,1.89,2.0,2.0,7.7,7.7,1
MAR000223,2,32,4,bachelors,126800.0,0.4,0,0,0,0,1,rarely,2.9,2.6,6.4,0.4,7.3,4.38,0.0,5.0,9.6,,0
MAR000224,1,30,2,high_school,93000.0,3.9,1,1,1,1,1,rarely,7.7,4.7,5.0,5.7,5.2,3.89,6.0,4.0,5.6,5.6,1
MAR000225,1,32,5,bachelors,376900.0,3.8,1,1,0,0,0,weekly,1.5,0.1,5.2,0.0,7.0,1.89,1.0,3.0,7.7,,0
MAR000226,1,33,5,high_school,67200.0,9.1,1,1,0,0,1,weekly,8.0,5.7,7.1,6.1,5.3,0.84,4.0,5.0,8.4,8.4,1
MAR000227,1,30,8,less_than_hs,48900.0,9.0,0,0,0,0,2,never,3.0,3.1,3.8,1.1,9.3,6.57,1.0,2.0,2.5,,0
MAR000228,3,52,6,graduate,115200.0,0.6,1,1,0,1,2,rarely,3.0,8.7,3.4,6.8,5.8,8.22,3.0,0.0,7.0,7.0,1
MAR000229,1,34,1,bachelors,120400.0,0.0,0,0,0,0,1,never,2.5,3.9,4.0,5.3,6.6,6.43,2.0,5.0,27.5,,0
MAR000230,1,29,4,graduate,98400.0,4.1,1,0,0,0,1,never,8.4,4.7,4.8,1.7,2.2,1.76,3.0,2.0,1.6,,0
MAR000231,1,24,2,less_than_hs,54800.0,10.0,1,0,1,0,1,never,1.1,0.3,2.9,6.1,7.5,7.56,0.0,1.0,9.3,,0
MAR000232,2,33,1,less_than_hs,23200.0,8.6,0,0,0,0,2,monthly,0.0,2.3,7.0,4.0,7.4,5.93,2.0,5.0,5.5,5.5,1
MAR000233,1,23,4,high_school,19700.0,5.1,1,1,0,0,1,monthly,4.9,6.4,7.8,1.5,4.1,7.22,2.0,4.0,0.7,0.7,1
MAR000234,1,22,2,some_college,75800.0,5.2,1,1,0,0,0,rarely,4.5,3.0,3.7,3.6,6.8,2.21,1.0,1.0,19.9,,0
MAR000235,1,27,4,graduate,117500.0,5.2,0,1,0,0,0,never,4.4,3.1,7.3,8.3,2.5,1.92,4.0,4.0,1.6,1.6,1
MAR000236,1,27,0,bachelors,192500.0,2.7,0,1,1,0,2,rarely,1.6,1.1,0.8,4.4,10.0,8.22,0.0,6.0,11.3,,0
MAR000237,1,22,4,high_school,93800.0,3.6,1,0,0,0,2,never,6.1,0.2,7.2,6.9,7.5,3.14,1.0,2.0,10.8,10.8,1
MAR000238,1,30,0,bachelors,156200.0,5.0,1,1,0,0,1,rarely,4.6,4.6,5.8,6.1,8.0,9.7,3.0,3.0,6.1,,0
MAR000239,1,26,1,high_school,30700.0,7.5,1,1,1,1,0,weekly,4.1,4.6,3.6,0.4,10.0,4.39,1.0,2.0,18.8,18.8,1
MAR000240,1,26,2,high_school,60200.0,8.4,1,0,1,0,3,monthly,4.6,0.5,4.0,0.0,8.0,7.14,1.0,5.0,2.9,,0
MAR000241,1,29,2,bachelors,101200.0,7.6,0,1,0,0,0,weekly,5.2,1.3,3.6,0.0,10.0,3.79,1.0,7.0,8.1,8.1,1
MAR000242,2,38,1,bachelors,104800.0,5.2,1,1,0,0,1,weekly,6.2,6.5,2.8,7.3,7.9,2.99,4.0,0.0,3.0,3.0,1
MAR000243,1,34,2,bachelors,104000.0,2.4,1,0,0,0,0,rarely,4.0,2.8,5.1,6.4,9.2,3.93,2.0,4.0,12.7,,0
MAR000244,1,37,2,bachelors,55600.0,4.7,0,1,1,1,0,rarely,3.1,1.7,5.8,6.6,4.8,8.02,5.0,6.0,25.3,,0
MAR000245,3,41,2,some_college,72000.0,4.9,0,1,0,0,1,never,6.8,1.6,3.5,3.5,5.4,2.29,4.0,3.0,6.8,,0
MAR000246,1,32,3,high_school,34100.0,7.3,1,1,0,0,4,never,0.5,4.0,4.4,6.4,5.3,6.25,0.0,4.0,10.2,10.2,1
MAR000247,1,31,6,bachelors,63900.0,6.7,1,0,1,0,2,rarely,3.6,7.7,6.4,5.8,3.3,1.38,3.0,0.0,14.2,14.2,1
MAR000248,3,43,1,high_school,40300.0,2.8,1,1,0,1,1,rarely,1.1,5.4,10.0,7.2,4.3,6.48,5.0,7.0,14.8,14.8,1
MAR000249,1,36,1,high_school,75000.0,2.4,1,1,1,0,1,never,4.2,3.5,2.5,2.4,5.5,3.55,0.0,2.0,20.6,,0
MAR000250,1,32,0,graduate,128200.0,5.5,1,1,0,0,0,never,5.1,3.2,7.3,3.1,6.8,2.51,2.0,3.0,6.9,,0
MAR000251,1,26,1,less_than_hs,57800.0,5.6,0,1,0,0,1,rarely,6.7,3.0,6.1,7.1,0.9,1.85,0.0,2.0,12.3,12.3,1
MAR000252,2,49,5,high_school,102000.0,3.6,1,1,1,0,2,rarely,6.1,4.2,7.6,3.3,5.9,6.64,2.0,0.0,3.8,3.8,1
MAR000253,1,26,3,high_school,61500.0,6.1,1,1,0,0,2,rarely,5.3,3.0,1.8,4.3,7.8,16.15,1.0,5.0,12.8,,0
MAR000254,1,33,1,some_college,130500.0,4.2,1,1,1,0,0,never,4.8,3.0,0.3,4.4,0.1,6.3,2.0,4.0,13.5,,0
MAR000255,1,22,0,less_than_hs,80600.0,1.5,1,1,1,1,0,rarely,7.9,1.2,4.1,6.8,5.3,2.4,3.0,2.0,6.2,6.2,1
MAR000256,1,26,3,bachelors,41400.0,5.2,1,0,1,0,1,never,5.3,1.8,1.0,3.8,5.3,2.09,0.0,4.0,18.3,,0
MAR000257,1,27,1,bachelors,130100.0,7.1,0,1,0,0,3,never,8.6,4.4,5.6,3.2,0.4,6.33,3.0,1.0,3.6,,0
MAR000258,3,50,2,high_school,99700.0,6.9,0,1,1,0,1,never,2.6,3.4,7.9,1.1,4.5,7.78,7.0,1.0,4.4,4.4,1
MAR000259,2,34,2,bachelors,137900.0,5.1,0,1,1,0,1,never,3.5,1.7,7.8,2.4,7.3,5.39,2.0,4.0,14.5,,0
MAR000260,1,35,7,high_school,148000.0,2.9,0,0,0,0,0,rarely,1.1,1.0,2.4,8.5,7.7,5.21,2.0,5.0,19.3,,0
MAR000261,1,26,1,some_college,45100.0,6.4,0,1,0,0,1,never,3.3,3.6,3.6,0.2,5.9,5.06,2.0,5.0,18.5,,0
MAR000262,2,35,0,bachelors,52600.0,0.5,1,1,1,0,1,weekly,1.3,2.4,7.0,4.9,7.1,3.39,2.0,2.0,21.0,,0
MAR000263,3,34,2,graduate,227000.0,0.0,1,0,0,0,2,never,4.0,6.3,4.4,3.2,5.0,1.49,3.0,7.0,21.3,,0
MAR000264,1,32,4,bachelors,92000.0,2.0,1,0,0,0,0,never,1.9,2.7,8.5,9.9,5.1,7.56,2.0,3.0,9.8,,0
MAR000265,1,26,2,bachelors,93900.0,7.4,0,1,0,0,1,never,9.0,3.3,5.2,4.4,6.3,2.14,1.0,3.0,11.8,,0
MAR000266,2,32,3,high_school,87700.0,4.9,1,1,1,1,2,rarely,5.0,7.5,5.3,0.8,0.5,2.73,3.0,1.0,4.0,4.0,1
MAR000267,1,30,6,graduate,267100.0,3.3,0,0,0,0,1,monthly,3.9,0.3,4.6,2.8,6.8,2.56,2.0,3.0,4.0,,0
MAR000268,1,24,6,some_college,116600.0,4.4,0,0,1,0,1,weekly,5.4,3.7,5.1,3.2,2.2,5.19,4.0,1.0,14.6,14.6,1
MAR000269,1,27,6,high_school,55600.0,5.3,1,1,1,0,0,never,8.5,8.4,6.1,6.5,2.4,2.3,3.0,3.0,22.4,22.4,1
MAR000270,1,23,1,graduate,77700.0,7.8,1,1,0,0,0,weekly,5.4,0.0,4.5,6.7,4.1,4.39,3.0,3.0,13.2,,0
MAR000271,1,30,0,some_college,99600.0,3.1,1,0,0,1,0,rarely,7.0,5.4,0.5,1.1,4.5,6.6,3.0,3.0,8.6,,0
MAR000272,1,25,4,some_college,39600.0,8.3,1,1,0,0,2,never,5.8,4.9,6.9,5.8,4.9,2.78,2.0,1.0,9.8,9.8,1
MAR000273,1,26,1,some_college,190700.0,1.5,1,0,1,0,1,never,1.5,2.1,5.0,0.1,6.7,2.22,2.0,3.0,9.5,,0
MAR000274,3,31,2,bachelors,76700.0,3.9,1,0,1,0,2,never,1.2,1.6,3.5,3.0,10.0,14.14,2.0,3.0,11.3,,0
MAR000275,2,44,0,less_than_hs,115800.0,4.4,1,0,0,0,1,never,2.8,1.7,6.0,5.6,7.6,4.69,1.0,3.0,4.7,,0
MAR000276,1,22,1,less_than_hs,27600.0,2.3,1,1,0,0,1,never,6.1,2.7,2.7,3.0,6.4,4.36,1.0,3.0,1.4,,0
MAR000277,2,38,2,bachelors,217000.0,2.8,1,0,1,0,0,never,7.0,2.4,3.3,2.7,5.2,5.04,1.0,3.0,16.6,,0
MAR000278,1,26,1,some_college,102500.0,6.6,1,0,0,0,3,rarely,6.2,3.0,5.1,4.6,6.9,3.16,2.0,2.0,10.9,,0
MAR000279,1,25,2,high_school,51900.0,7.2,0,0,1,0,0,monthly,4.5,0.0,0.2,0.7,7.0,3.65,2.0,4.0,6.2,,0
MAR000280,1,26,1,bachelors,221000.0,2.8,0,0,0,1,1,rarely,6.1,3.8,0.7,4.9,5.2,5.7,4.0,5.0,9.8,9.8,1
MAR000281,1,26,6,bachelors,85000.0,2.3,1,1,0,0,1,monthly,1.8,5.0,4.5,3.2,4.0,14.69,3.0,2.0,11.9,,0
MAR000282,1,37,0,bachelors,56700.0,6.1,0,0,0,0,1,rarely,7.7,0.0,8.4,4.1,6.7,1.77,2.0,3.0,29.7,,0
MAR000283,1,19,5,some_college,86200.0,5.1,1,1,0,0,1,monthly,0.0,1.4,2.5,5.5,6.6,5.01,2.0,3.0,7.5,,0
MAR000284,1,25,1,bachelors,70300.0,5.4,0,1,0,0,1,rarely,8.2,3.1,7.4,6.4,1.7,1.04,4.0,5.0,5.5,5.5,1
MAR000285,1,27,1,high_school,190100.0,3.4,0,0,0,0,2,monthly,3.2,2.5,5.5,5.0,9.3,20.0,6.0,1.0,13.5,,0
MAR000286,2,42,1,some_college,146200.0,3.0,1,0,0,0,2,never,2.5,5.3,4.4,4.4,7.4,8.75,2.0,3.0,2.2,2.2,1
MAR000287,1,27,2,graduate,58700.0,6.1,1,1,0,0,2,monthly,0.2,7.5,8.3,1.9,3.9,2.3,0.0,4.0,11.0,11.0,1
MAR000288,1,32,3,bachelors,155300.0,1.6,1,0,1,0,3,rarely,4.6,2.6,3.4,3.7,1.7,2.96,0.0,3.0,5.9,,0
MAR000289,3,47,5,bachelors,72700.0,9.6,0,1,1,0,1,weekly,5.1,3.4,7.3,8.5,5.7,2.57,0.0,1.0,6.2,6.2,1
MAR000290,1,29,2,high_school,99400.0,10.0,1,1,1,1,2,weekly,4.4,3.2,4.9,5.4,3.9,5.81,3.0,4.0,10.5,,0
MAR000291,1,28,3,some_college,43300.0,2.2,1,1,0,0,0,never,5.2,6.0,1.8,1.9,2.0,2.06,4.0,2.0,3.5,3.5,1
MAR000292,2,35,4,bachelors,153800.0,4.5,0,1,0,0,4,monthly,4.6,7.6,7.3,8.0,2.9,2.61,4.0,2.0,1.5,1.5,1
MAR000293,1,32,4,bachelors,125600.0,7.5,0,1,0,0,4,rarely,6.5,6.1,4.2,5.8,1.6,1.83,4.0,3.0,15.5,15.5,1
MAR000294,1,22,2,some_college,289200.0,1.3,1,1,0,0,0,never,5.3,4.0,4.2,5.7,3.4,2.57,6.0,3.0,3.7,3.7,1
MAR000295,1,19,3,high_school,69500.0,9.1,0,1,0,0,1,monthly,6.1,5.5,6.1,5.5,5.0,1.9,5.0,0.0,6.2,6.2,1
MAR000296,2,38,0,some_college,87200.0,4.4,0,0,0,1,0,never,2.3,6.3,6.0,4.1,8.9,1.64,0.0,6.0,6.4,6.4,1
MAR000297,1,26,1,some_college,78700.0,3.7,0,1,0,0,2,monthly,3.7,2.4,3.6,4.1,6.1,2.39,1.0,6.0,5.2,,0
MAR000298,1,28,0,high_school,123700.0,5.2,0,1,0,1,2,rarely,3.6,1.6,5.6,3.1,4.5,6.72,2.0,0.0,13.6,,0
MAR000299,1,28,5,bachelors,386400.0,0.0,1,0,0,0,3,rarely,2.5,2.2,1.2,1.6,4.5,4.6,2.0,1.0,10.2,,0
MAR000300,1,27,1,high_school,100000.0,6.7,0,0,1,0,6,never,5.8,7.6,3.2,3.9,5.3,4.47,3.0,0.0,11.3,11.3,1
MAR000301,2,35,3,some_college,173500.0,9.1,1,0,0,0,2,monthly,3.5,2.7,4.8,6.5,3.0,2.03,1.0,4.0,7.6,7.6,1
MAR000302,1,16,3,some_college,44000.0,6.0,1,0,0,0,0,never,1.9,3.0,4.5,1.3,6.6,4.04,2.0,4.0,4.3,4.3,1
MAR000303,2,50,1,less_than_hs,33100.0,10.0,1,1,0,0,1,never,2.1,3.0,4.9,4.4,6.3,3.95,3.0,4.0,7.1,7.1,1
MAR000304,1,16,2,some_college,82400.0,6.1,1,1,0,0,3,never,5.2,2.6,7.2,1.7,7.3,2.06,1.0,7.0,10.4,,0
MAR000305,2,47,0,less_than_hs,151500.0,2.9,1,1,0,0,3,never,0.5,2.3,3.2,6.3,8.2,9.77,2.0,7.0,7.9,7.9,1
MAR000306,1,22,3,high_school,71000.0,5.6,1,1,0,0,0,never,3.3,2.1,3.2,1.5,3.6,12.86,0.0,1.0,6.7,6.7,1
MAR000307,1,29,3,some_college,317200.0,4.0,0,1,1,0,5,never,4.3,0.0,2.0,0.0,7.1,3.09,3.0,1.0,31.1,,0
MAR000308,1,32,1,some_college,83000.0,3.5,1,0,0,0,1,never,5.9,1.8,0.4,0.7,8.2,3.57,2.0,2.0,3.8,,0
MAR000309,2,43,1,less_than_hs,79900.0,7.8,0,0,0,0,2,never,2.5,2.4,3.0,3.5,9.4,1.72,1.0,1.0,5.9,5.9,1
MAR000310,1,25,0,bachelors,114000.0,6.5,0,1,0,0,1,monthly,5.9,3.2,3.1,5.6,1.9,1.41,8.0,0.0,1.4,1.4,1
MAR000311,1,29,8,graduate,85300.0,0.0,1,0,0,0,1,weekly,5.0,4.8,7.4,4.4,2.6,4.78,3.0,4.0,3.2,,0
MAR000312,1,27,0,high_school,146000.0,4.5,0,0,0,0,0,monthly,2.7,3.0,6.2,0.0,8.4,5.67,3.0,3.0,5.0,5.0,1
MAR000313,1,30,3,high_school,157800.0,1.9,1,1,0,0,0,rarely,1.2,3.0,3.1,2.0,9.7,1.55,4.0,3.0,15.2,,0
MAR000314,1,18,3,high_school,185100.0,4.8,1,0,0,0,3,weekly,2.2,0.6,6.0,0.9,3.2,5.42,4.0,3.0,12.3,,0
MAR000315,1,27,2,high_school,115600.0,4.8,0,0,0,1,0,never,1.2,5.1,5.9,0.0,8.1,3.89,0.0,3.0,4.0,4.0,1
MAR000316,1,32,8,graduate,44600.0,4.1,0,1,0,0,1,rarely,8.8,3.7,3.7,4.9,2.9,2.03,2.0,2.0,9.4,9.4,1
MAR000317,1,27,2,bachelors,137800.0,4.3,1,1,0,0,2,weekly,2.9,0.5,4.5,4.5,10.0,5.05,2.0,4.0,3.7,,0
MAR000318,2,34,1,some_college,86700.0,5.8,1,0,0,0,1,weekly,2.5,0.9,3.1,1.8,5.9,2.36,2.0,5.0,13.0,,0
MAR000319,1,24,3,bachelors,436400.0,3.4,1,0,0,0,1,rarely,7.2,3.1,4.6,3.5,2.4,2.36,3.0,1.0,21.6,,0
MAR000320,2,32,6,graduate,142900.0,3.3,1,0,0,0,2,never,6.0,0.3,8.6,2.5,4.2,4.31,5.0,3.0,5.5,5.5,1
MAR000321,1,20,7,bachelors,174600.0,0.9,0,1,0,1,0,rarely,2.7,2.6,6.0,0.0,7.9,3.55,3.0,1.0,7.3,,0
MAR000322,3,28,4,high_school,93700.0,7.9,0,1,0,1,1,never,6.6,5.3,6.5,6.6,3.7,6.39,6.0,2.0,5.4,5.4,1
MAR000323,1,20,8,bachelors,67800.0,6.1,0,1,1,0,0,rarely,3.3,2.1,5.5,5.5,1.6,3.39,1.0,1.0,4.7,4.7,1
MAR000324,2,25,1,some_college,124000.0,4.8,1,1,0,0,3,weekly,7.6,1.5,5.4,2.5,8.1,8.77,2.0,5.0,4.8,,0
MAR000325,2,40,4,some_college,33700.0,8.3,0,1,0,0,2,rarely,2.6,1.1,5.2,2.4,5.9,7.76,2.0,4.0,6.4,,0
MAR000326,1,34,1,high_school,60900.0,8.3,0,1,0,0,3,rarely,3.4,0.6,4.1,0.0,7.1,9.24,0.0,5.0,35.7,,0
MAR000327,1,29,1,bachelors,112200.0,5.1,1,0,0,0,2,weekly,3.1,4.2,6.0,3.5,4.8,1.8,2.0,4.0,16.9,,0
MAR000328,1,22,1,bachelors,129000.0,7.5,0,0,1,1,0,never,4.2,1.6,4.0,5.1,3.0,7.84,2.0,3.0,11.2,11.2,1
MAR000329,1,24,0,high_school,81400.0,6.1,1,0,0,0,3,weekly,6.2,3.0,1.7,0.0,4.2,2.6,2.0,4.0,19.1,,0
MAR000330,3,45,1,bachelors,60000.0,5.6,1,1,0,0,2,never,8.4,3.2,4.5,7.0,6.5,1.06,3.0,3.0,6.2,6.2,1
MAR000331,2,39,2,less_than_hs,99900.0,10.0,1,1,0,0,1,never,2.2,3.5,4.4,1.6,4.9,4.43,5.0,7.0,4.1,4.1,1
MAR000332,1,27,7,bachelors,88800.0,6.1,0,1,1,0,2,monthly,2.7,4.5,6.3,1.2,2.1,3.31,0.0,2.0,3.4,,0
MAR000333,2,44,7,some_college,239600.0,5.3,0,1,1,1,0,rarely,7.6,7.1,5.3,4.1,3.9,2.43,3.0,2.0,8.5,8.5,1
MAR000334,2,37,3,graduate,71400.0,1.7,1,1,0,1,2,weekly,7.5,9.8,5.9,4.1,2.9,1.85,3.0,3.0,1.5,1.5,1
MAR000335,2,33,3,some_college,107500.0,7.0,1,1,0,0,0,never,7.8,2.7,4.4,2.9,7.1,0.95,5.0,1.0,2.6,2.6,1
MAR000336,2,31,2,high_school,35900.0,5.9,1,1,1,0,0,weekly,0.9,0.0,4.8,0.2,6.7,11.27,0.0,4.0,8.6,,0
MAR000337,1,37,1,high_school,57600.0,6.0,0,0,1,0,0,monthly,8.7,4.2,4.6,1.9,1.3,4.32,3.0,3.0,6.3,,0
MAR000338,2,34,7,bachelors,107300.0,8.2,1,1,0,0,0,weekly,9.1,4.4,6.5,3.2,6.2,3.84,4.0,1.0,7.9,7.9,1
MAR000339,1,19,3,high_school,48200.0,4.1,0,1,1,1,2,never,4.5,4.1,2.3,1.4,7.3,4.03,2.0,3.0,13.7,,0
MAR000340,1,30,5,graduate,177400.0,2.7,0,0,0,0,1,never,1.0,0.0,4.9,2.9,5.2,1.56,1.0,4.0,12.5,,0
MAR000341,1,19,4,graduate,83100.0,7.8,1,1,1,0,1,never,5.3,4.1,4.7,3.5,3.8,1.1,2.0,5.0,7.3,7.3,1
MAR000342,1,27,1,bachelors,151600.0,4.6,1,1,0,1,0,rarely,1.5,3.4,0.9,3.5,6.8,7.87,1.0,2.0,5.7,,0
MAR000343,2,26,1,high_school,58500.0,8.4,1,0,1,0,0,never,4.3,2.2,3.9,6.4,1.4,4.08,1.0,3.0,7.8,7.8,1
MAR000344,1,28,1,less_than_hs,51900.0,8.4,0,1,0,0,2,never,1.8,0.3,5.7,0.0,10.0,2.67,2.0,4.0,20.5,,0
MAR000345,2,41,6,less_than_hs,57200.0,6.7,0,0,0,0,1,rarely,3.6,4.2,2.9,3.7,8.6,10.84,7.0,5.0,10.1,10.1,1
